Thickness,Time,Outer_Temperature,Profile
0.01,902.255639097744,23.5260823863049,sin
0.01,909.774436090226,23.4399150160613,sin
0.01,917.293233082707,23.3409718741977,sin
0.01,924.812030075188,23.2290627343345,sin
0.01,932.330827067669,23.1039973700917,sin
0.01,939.84962406015,22.9711470349639,sin
0.01,947.368421052632,22.8388308260261,sin
0.01,954.887218045113,22.6937105977456,sin
0.01,962.406015037594,22.5526001887631,sin
0.01,969.924812030075,22.4500742099202,sin
0.01,977.443609022556,22.3898012952352,sin
0.01,984.962406015038,22.374098355158,sin
0.01,992.481203007519,22.3846362233865,sin
0.01,1000,22.4125277666075,sin
0.01,1007.51879699248,22.4511741821651,sin
0.01,1015.03759398496,22.50081098875,sin
0.01,1022.55639097744,22.5591507024987,sin
0.01,1030.07518796992,22.6269745739171,sin
0.01,1037.59398496241,22.7025308642905,sin
0.01,1045.11278195489,22.7845366175531,sin
0.01,1052.63157894737,22.8706914891229,sin
0.01,1060.15037593985,22.9597394649502,sin
0.01,1067.66917293233,23.0500745708636,sin
0.01,1075.18796992481,23.1400020514682,sin
0.01,1082.70676691729,23.2279493853286,sin
0.01,1090.22556390977,23.3141129415146,sin
0.01,1097.74436090226,23.3963534521035,sin
0.01,1105.26315789474,23.47333306918,sin
0.01,1112.78195488722,23.5442818646999,sin
0.01,1120.3007518797,23.6090262472997,sin
0.01,1127.81954887218,23.6659220776964,sin
0.01,1135.33834586466,23.7139142074267,sin
0.01,1142.85714285714,23.7529478572475,sin
0.01,1150.37593984962,23.782238934227,sin
0.01,1157.89473684211,23.8007154598711,sin
0.01,1165.41353383459,23.8076392084866,sin
0.01,1172.93233082707,23.8037007043507,sin
0.01,1180.45112781955,23.7876568937058,sin
0.01,1187.96992481203,23.7589341302712,sin
0.01,1195.48872180451,23.718190004704,sin
0.01,1203.00751879699,23.6664368735938,sin
0.01,1210.52631578947,23.6020263670671,sin
0.01,1218.04511278195,23.5246294399947,sin
0.01,1225.56390977444,23.4339170472474,sin
0.01,1233.08270676692,23.3295601436958,sin
0.01,1240.6015037594,23.2170304273366,sin
0.01,1248.12030075188,23.0981818362025,sin
0.01,1255.63909774436,22.9726540156131,sin
0.01,1263.15789473684,22.8398838902152,sin
0.01,1270.67669172932,22.6872234308167,sin
0.01,1278.1954887218,22.5534108962506,sin
0.01,1285.71428571429,22.4660145589552,sin
0.01,1293.23308270677,22.4223769724123,sin
0.01,1300.75187969925,22.4095672620985,sin
0.01,1308.27067669173,22.4146015861961,sin
0.01,1315.78947368421,22.4377287393864,sin
0.01,1323.30827067669,22.4755984178262,sin
0.01,1330.82706766917,22.5259514209603,sin
0.01,1338.34586466165,22.5874634828931,sin
0.01,1345.86466165414,22.6574922172171,sin
0.01,1353.38345864662,22.7316152824154,sin
0.01,1360.9022556391,22.8112643469068,sin
0.01,1368.42105263158,22.8970977053783,sin
0.01,1375.93984962406,22.9826696037691,sin
0.01,1383.45864661654,23.0696411118269,sin
0.01,1390.97744360902,23.1588601048501,sin
0.01,1398.4962406015,23.2440869144859,sin
0.01,1406.01503759398,23.3268464667139,sin
0.01,1413.53383458647,23.4080040449287,sin
0.01,1421.05263157895,23.482078255283,sin
0.01,1428.57142857143,23.5503345671023,sin
0.01,1436.09022556391,23.6135728253533,sin
0.01,1443.60902255639,23.6690961651518,sin
0.01,1451.12781954887,23.7159099058863,sin
0.01,1458.64661654135,23.7533730445225,sin
0.01,1466.16541353383,23.7805246293694,sin
0.01,1473.68421052632,23.7964601458235,sin
0.01,1481.2030075188,23.8027447914192,sin
0.01,1488.72180451128,23.7973143092492,sin
0.01,1496.24060150376,23.7794615591397,sin
0.01,1503.75939849624,23.7484794009169,sin
0.01,1511.27819548872,23.704395805759,sin
0.01,1518.7969924812,23.6495067980928,sin
0.01,1526.31578947368,23.5817150023701,sin
0.01,1533.83458646617,23.5007027555023,sin
0.01,1541.35338345865,23.4061523944009,sin
0.01,1548.87218045113,23.3003280088804,sin
0.01,1556.39097744361,23.187297853606,sin
0.01,1563.90977443609,23.0656788444851,sin
0.01,1571.42857142857,22.9363271933806,sin
0.01,1578.94736842105,22.7846522324331,sin
0.01,1586.46616541353,22.6238487250118,sin
0.01,1593.98496240602,22.5006514371696,sin
0.01,1601.5037593985,22.4312448547975,sin
0.01,1609.02255639098,22.4009833916305,sin
0.01,1616.54135338346,22.3921284797138,sin
0.01,1624.06015037594,22.4030010259258,sin
0.01,1631.57894736842,22.4302267691504,sin
0.01,1639.0977443609,22.4719610190178,sin
0.01,1646.61654135338,22.5262510848142,sin
0.01,1654.13533834586,22.5905969101424,sin
0.01,1661.65413533835,22.6598670686674,sin
0.01,1669.17293233083,22.7365062262745,sin
0.01,1676.69172932331,22.8203902549687,sin
0.01,1684.21052631579,22.9042339416077,sin
0.01,1691.72932330827,22.9916901712727,sin
0.01,1699.24812030075,23.0817471635599,sin
0.01,1706.76691729323,23.1682193102824,sin
0.01,1714.28571428571,23.2544231655213,sin
0.01,1721.8045112782,23.3388164654083,sin
0.01,1729.32330827068,23.4167658024219,sin
0.01,1736.84210526316,23.4909788359908,sin
0.01,1744.36090225564,23.5604161026465,sin
0.01,1751.87969924812,23.622197364489,sin
0.01,1759.3984962406,23.6761107024577,sin
0.01,1766.91729323308,23.7211196994002,sin
0.01,1774.43609022556,23.7561879381641,sin
0.01,1781.95488721805,23.7816330566399,sin
0.01,1789.47368421053,23.7968827212178,sin
0.01,1796.99248120301,23.8005699817135,sin
0.01,1804.51127819549,23.7918911978045,sin
0.01,1812.03007518797,23.7700427291688,sin
0.01,1819.54887218045,23.7374233494872,sin
0.01,1827.06766917293,23.692420856997,sin
0.01,1834.58646616541,23.6342952547258,sin
0.01,1842.10526315789,23.5626131012328,sin
0.01,1849.62406015038,23.4773832537263,sin
0.01,1857.14285714286,23.3818371352712,sin
0.01,1864.66165413534,23.2739177992573,sin
0.01,1872.18045112782,23.1536137694313,sin
0.01,1879.6992481203,23.0209135695404,sin
0.01,1887.21804511278,22.8773632036638,sin
0.01,1894.73684210526,22.7304888777635,sin
0.01,1902.25563909774,22.591740013043,sin
0.01,1909.77443609023,22.4799706845937,sin
0.01,1917.29323308271,22.4126029242272,sin
0.01,1924.81203007519,22.3856965024535,sin
0.01,1932.33082706767,22.3852729830684,sin
0.01,1939.84962406015,22.4048604854731,sin
0.01,1947.36842105263,22.4369055094117,sin
0.01,1954.88721804511,22.4822827089791,sin
0.01,1962.40601503759,22.5374113742148,sin
0.01,1969.92481203008,22.602780095219,sin
0.01,1977.44360902256,22.6762811730389,sin
0.01,1984.96240601504,22.756446234932,sin
0.01,1992.48120300752,22.8412447051663,sin
0.01,2000,22.9293945742131,sin
0.01,2007.51879699248,23.0196964482756,sin
0.01,2015.03759398496,23.1101904584279,sin
0.01,2022.55639097744,23.199258315679,sin
0.01,2030.07518796992,23.2853707518055,sin
0.01,2037.59398496241,23.3695170104128,sin
0.01,2045.11278195489,23.4490666617874,sin
0.01,2052.63157894737,23.5227118859259,sin
0.01,2060.15037593985,23.5891448628251,sin
0.01,2067.66917293233,23.648692612761,sin
0.01,2075.18796992481,23.7005781977997,sin
0.01,2082.70676691729,23.7432092261106,sin
0.01,2090.22556390977,23.7755891129541,sin
0.01,2097.74436090226,23.7973031189056,sin
0.01,2105.26315789474,23.809179998934,sin
0.01,2112.78195488722,23.8094803070427,sin
0.01,2120.3007518797,23.797501357772,sin
0.01,2127.81954887218,23.7725404656618,sin
0.01,2135.33834586466,23.7363959838022,sin
0.01,2142.85714285714,23.6877898936051,sin
0.01,2150.37593984962,23.6261450526387,sin
0.01,2157.89473684211,23.551085320672,sin
0.01,2165.41353383459,23.4667144657564,sin
0.01,2172.93233082707,23.3757020490235,sin
0.01,2180.45112781955,23.2751759581244,sin
0.01,2187.96992481203,23.1654555130294,sin
0.01,2195.48872180451,23.0468600337085,sin
0.01,2203.00751879699,22.9197088401319,sin
0.01,2210.52631578947,22.7800699493284,sin
0.01,2218.04511278195,22.6322714389316,sin
0.01,2225.56390977444,22.5178502907821,sin
0.01,2233.08270676692,22.4449022971659,sin
0.01,2240.6015037594,22.4195693536935,sin
0.01,2248.12030075188,22.422865373491,sin
0.01,2255.63909774436,22.4463096899803,sin
0.01,2263.15789473684,22.4818868281354,sin
0.01,2270.67669172932,22.5289838099324,sin
0.01,2278.1954887218,22.5845129456516,sin
0.01,2285.71428571429,22.649664490825,sin
0.01,2293.23308270677,22.7225655085265,sin
0.01,2300.75187969925,22.8023218001338,sin
0.01,2308.27067669173,22.8865859524503,sin
0.01,2315.78947368421,22.9739624873769,sin
0.01,2323.30827067669,23.0626918084763,sin
0.01,2330.82706766917,23.1516736318274,sin
0.01,2338.34586466165,23.2400586020817,sin
0.01,2345.86466165414,23.3258578256732,sin
0.01,2353.38345864662,23.4075870087487,sin
0.01,2360.9022556391,23.4840994671698,sin
0.01,2368.42105263158,23.5561354289323,sin
0.01,2375.93984962406,23.6213687051846,sin
0.01,2383.45864661654,23.678632160464,sin
0.01,2390.97744360902,23.7267586593079,sin
0.01,2398.4962406015,23.7667795117051,sin
0.01,2406.01503759398,23.7970287231259,sin
0.01,2413.53383458647,23.8164780712918,sin
0.01,2421.05263157895,23.8242585735912,sin
0.01,2428.57142857143,23.8209715905546,sin
0.01,2436.09022556391,23.8063149763317,sin
0.01,2443.60902255639,23.7791619172839,sin
0.01,2451.12781954887,23.7389445716109,sin
0.01,2458.64661654135,23.686018273607,sin
0.01,2466.16541353383,23.6214637906678,sin
0.01,2473.68421052632,23.5440613666436,sin
0.01,2481.2030075188,23.4535828944176,sin
0.01,2488.72180451128,23.3503831759565,sin
0.01,2496.24060150376,23.2398119545661,sin
0.01,2503.75939849624,23.1210065787212,sin
0.01,2511.27819548872,22.9956250143259,sin
0.01,2518.7969924812,22.8640960970159,sin
0.01,2526.31578947368,22.7084939134897,sin
0.01,2533.83458646617,22.5674196684191,sin
0.01,2541.35338345865,22.4690911728739,sin
0.01,2548.87218045113,22.4212225932936,sin
0.01,2556.39097744361,22.4079677772129,sin
0.01,2563.90977443609,22.4142939673938,sin
0.01,2571.42857142857,22.4351102447632,sin
0.01,2578.94736842105,22.4707073863869,sin
0.01,2586.46616541353,22.5191661210729,sin
0.01,2593.98496240602,22.5789536261256,sin
0.01,2601.5037593985,22.6472258901272,sin
0.01,2609.02255639098,22.7236446203444,sin
0.01,2616.54135338346,22.8043932549791,sin
0.01,2624.06015037594,22.8903515168626,sin
0.01,2631.57894736842,22.9787548474199,sin
0.01,2639.0977443609,23.0682365062159,sin
0.01,2646.61654135338,23.1572068821811,sin
0.01,2654.13533834586,23.2449249823863,sin
0.01,2661.65413533835,23.3302589436394,sin
0.01,2669.17293233083,23.4115455192675,sin
0.01,2676.69172932331,23.4874694937038,sin
0.01,2684.21052631579,23.5582110403437,sin
0.01,2691.72932330827,23.6219999359074,sin
0.01,2699.24812030075,23.6777306133787,sin
0.01,2706.76691729323,23.7248114362406,sin
0.01,2714.28571428571,23.7630275491621,sin
0.01,2721.8045112782,23.7910533473311,sin
0.01,2729.32330827068,23.8080184762856,sin
0.01,2736.84210526316,23.8142549308993,sin
0.01,2744.36090225564,23.8089814542775,sin
0.01,2751.87969924812,23.7913898707932,sin
0.01,2759.3984962406,23.7614078296407,sin
0.01,2766.91729323308,23.7209232371137,sin
0.01,2774.43609022556,23.6679019957416,sin
0.01,2781.95488721805,23.6019611654653,sin
0.01,2789.47368421053,23.5227178062254,sin
0.01,2796.99248120301,23.4297889779626,sin
0.01,2804.51127819549,23.325727352202,sin
0.01,2812.03007518797,23.2137464157746,sin
0.01,2819.54887218045,23.092517518481,sin
0.01,2827.06766917293,22.9627299740655,sin
0.01,2834.58646616541,22.8111700642034,sin
0.01,2842.10526315789,22.6457586604588,sin
0.01,2849.62406015038,22.5159089999749,sin
0.01,2857.14285714286,22.4411305307332,sin
0.01,2864.66165413534,22.4073538319538,sin
0.01,2872.18045112782,22.3961575716813,sin
0.01,2879.6992481203,22.4046571914248,sin
0.01,2887.21804511278,22.4295614991754,sin
0.01,2894.73684210526,22.4695102199874,sin
0.01,2902.25563909774,22.5222432540456,sin
0.01,2909.77443609023,22.5850658910044,sin
0.01,2917.29323308271,22.6536769555889,sin
0.01,2924.81203007519,22.7292149000601,sin
0.01,2932.33082706767,22.8123868723427,sin
0.01,2939.84962406015,22.8959288420919,sin
0.01,2947.36842105263,22.9828198293825,sin
0.01,2954.88721804511,23.0730366482128,sin
0.01,2962.40601503759,23.1594367045844,sin
0.01,2969.92481203008,23.2455946959097,sin
0.01,2977.44360902256,23.3305590813373,sin
0.01,2984.96240601504,23.4083535634925,sin
0.01,2992.48120300752,23.4823954309767,sin
0.01,3000,23.5526846837898,sin
0.0173684210526316,0,20,sin
0.0173684210526316,7.5187969924812,19.9733165838132,sin
0.0173684210526316,15.0375939849624,19.9907888588834,sin
0.0173684210526316,22.5563909774436,20.0403570990772,sin
0.0173684210526316,30.0751879699248,20.1138238797441,sin
0.0173684210526316,37.593984962406,20.2047471111271,sin
0.0173684210526316,45.1127819548872,20.3099770746442,sin
0.0173684210526316,52.6315789473684,20.4280132708556,sin
0.0173684210526316,60.1503759398496,20.5553299984933,sin
0.0173684210526316,67.6691729323308,20.6904455112695,sin
0.0173684210526316,75.187969924812,20.830739601972,sin
0.0173684210526316,82.7067669172932,20.9745730323023,sin
0.0173684210526316,90.2255639097744,21.1202755327134,sin
0.0173684210526316,97.7443609022556,21.2671223507027,sin
0.0173684210526316,105.263157894737,21.4125845913787,sin
0.0173684210526316,112.781954887218,21.5552744193813,sin
0.0173684210526316,120.300751879699,21.6936403041458,sin
0.0173684210526316,127.81954887218,21.8277551944099,sin
0.0173684210526316,135.338345864662,21.9554788983803,sin
0.0173684210526316,142.857142857143,22.0754377730174,sin
0.0173684210526316,150.375939849624,22.1870776009378,sin
0.0173684210526316,157.894736842105,22.2901888681562,sin
0.0173684210526316,165.413533834586,22.3831163901494,sin
0.0173684210526316,172.932330827068,22.4648210912989,sin
0.0173684210526316,180.451127819549,22.5358621394862,sin
0.0173684210526316,187.96992481203,22.5952026217259,sin
0.0173684210526316,195.488721804511,22.641919058531,sin
0.0173684210526316,203.007518796992,22.6756057573811,sin
0.0173684210526316,210.526315789474,22.6970646460217,sin
0.0173684210526316,218.045112781955,22.7051619453637,sin
0.0173684210526316,225.563909774436,22.6994692393885,sin
0.0173684210526316,233.082706766917,22.6803230351459,sin
0.0173684210526316,240.601503759398,22.6480894339168,sin
0.0173684210526316,248.12030075188,22.6025676934781,sin
0.0173684210526316,255.639097744361,22.54394148435,sin
0.0173684210526316,263.157894736842,22.4724759404032,sin
0.0173684210526316,270.676691729323,22.3885176588587,sin
0.0173684210526316,278.195488721805,22.2901527171762,sin
0.0173684210526316,285.714285714286,22.176702719997,sin
0.0173684210526316,293.233082706767,22.0493185169055,sin
0.0173684210526316,300.751879699248,21.9079969205766,sin
0.0173684210526316,308.270676691729,21.7527553848624,sin
0.0173684210526316,315.789473684211,21.5836320047917,sin
0.0173684210526316,323.308270676692,21.4181036539733,sin
0.0173684210526316,330.827067669173,21.3027973387919,sin
0.0173684210526316,338.345864661654,21.2349437198247,sin
0.0173684210526316,345.864661654135,21.220002705287,sin
0.0173684210526316,353.383458646617,21.2375680939096,sin
0.0173684210526316,360.902255639098,21.2845561604078,sin
0.0173684210526316,368.421052631579,21.3486326502875,sin
0.0173684210526316,375.93984962406,21.4272081451013,sin
0.0173684210526316,383.458646616541,21.5157159039228,sin
0.0173684210526316,390.977443609023,21.6138767678975,sin
0.0173684210526316,398.496240601504,21.7189354978133,sin
0.0173684210526316,406.015037593985,21.8294850364633,sin
0.0173684210526316,413.533834586466,21.943063232191,sin
0.0173684210526316,421.052631578947,22.058329086353,sin
0.0173684210526316,428.571428571429,22.1731878376291,sin
0.0173684210526316,436.09022556391,22.2862256420847,sin
0.0173684210526316,443.609022556391,22.3960812508698,sin
0.0173684210526316,451.127819548872,22.501082243342,sin
0.0173684210526316,458.646616541353,22.6005087988595,sin
0.0173684210526316,466.165413533835,22.6927726789534,sin
0.0173684210526316,473.684210526316,22.777082716875,sin
0.0173684210526316,481.203007518797,22.8525146221853,sin
0.0173684210526316,488.721804511278,22.9183275243338,sin
0.0173684210526316,496.240601503759,22.9750290430119,sin
0.0173684210526316,503.759398496241,23.0206972825037,sin
0.0173684210526316,511.278195488722,23.0544404890871,sin
0.0173684210526316,518.796992481203,23.0753669090405,sin
0.0173684210526316,526.315789473684,23.082584788642,sin
0.0173684210526316,533.834586466165,23.0795704271977,sin
0.0173684210526316,541.353383458647,23.063961935181,sin
0.0173684210526316,548.872180451128,23.034888671551,sin
0.0173684210526316,556.390977443609,22.991861554837,sin
0.0173684210526316,563.90977443609,22.9343915035686,sin
0.0173684210526316,571.428571428571,22.8649979945338,sin
0.0173684210526316,578.947368421053,22.7850086235672,sin
0.0173684210526316,586.466165413534,22.6925432164261,sin
0.0173684210526316,593.984962406015,22.5876105504883,sin
0.0173684210526316,601.503759398496,22.4702194031318,sin
0.0173684210526316,609.022556390977,22.3406119123921,sin
0.0173684210526316,616.541353383459,22.2001046783177,sin
0.0173684210526316,624.06015037594,22.0482983961783,sin
0.0173684210526316,631.578947368421,21.8854264171593,sin
0.0173684210526316,639.097744360902,21.7207275472288,sin
0.0173684210526316,646.616541353383,21.6036641575484,sin
0.0173684210526316,654.135338345865,21.5391694221353,sin
0.0173684210526316,661.654135338346,21.52165755657,sin
0.0173684210526316,669.172932330827,21.5371876703157,sin
0.0173684210526316,676.691729323308,21.5747537246212,sin
0.0173684210526316,684.210526315789,21.6299257424842,sin
0.0173684210526316,691.729323308271,21.698990555031,sin
0.0173684210526316,699.248120300752,21.7817631482951,sin
0.0173684210526316,706.766917293233,21.8734503501382,sin
0.0173684210526316,714.285714285714,21.9733963734068,sin
0.0173684210526316,721.804511278195,22.0783554086047,sin
0.0173684210526316,729.323308270677,22.18657240971,sin
0.0173684210526316,736.842105263158,22.2966198961179,sin
0.0173684210526316,744.360902255639,22.407211991449,sin
0.0173684210526316,751.87969924812,22.5159846072881,sin
0.0173684210526316,759.398496240602,22.6212051465594,sin
0.0173684210526316,766.917293233083,22.7210380216392,sin
0.0173684210526316,774.436090225564,22.8157476088598,sin
0.0173684210526316,781.954887218045,22.9038556748677,sin
0.0173684210526316,789.473684210526,22.9833721446097,sin
0.0173684210526316,796.992481203008,23.0528533412479,sin
0.0173684210526316,804.511278195489,23.1128304392502,sin
0.0173684210526316,812.03007518797,23.16313983311,sin
0.0173684210526316,819.548872180451,23.2018428606331,sin
0.0173684210526316,827.067669172932,23.2279774319076,sin
0.0173684210526316,834.586466165414,23.2418909169419,sin
0.0173684210526316,842.105263157895,23.2445019560856,sin
0.0173684210526316,849.624060150376,23.2341440120096,sin
0.0173684210526316,857.142857142857,23.2102999947791,sin
0.0173684210526316,864.661654135338,23.1731781915978,sin
0.0173684210526316,872.18045112782,23.1244300218272,sin
0.0173684210526316,879.699248120301,23.0627428432923,sin
0.0173684210526316,887.218045112782,22.9879852214961,sin
0.0173684210526316,894.736842105263,22.9002380548755,sin
0.0173684210526316,902.255639097744,22.8012048928849,sin
0.0173684210526316,909.774436090226,22.6906139966276,sin
0.0173684210526316,917.293233082707,22.5689932971023,sin
0.0173684210526316,924.812030075188,22.4369567693283,sin
0.0173684210526316,932.330827067669,22.2952044323453,sin
0.0173684210526316,939.84962406015,22.1437056702135,sin
0.0173684210526316,947.368421052632,21.9786530283949,sin
0.0173684210526316,954.887218045113,21.8108258775921,sin
0.0173684210526316,962.406015037594,21.6953640947837,sin
0.0173684210526316,969.924812030075,21.6284721901788,sin
0.0173684210526316,977.443609022556,21.616414353327,sin
0.0173684210526316,984.962406015038,21.6378421923548,sin
0.0173684210526316,992.481203007519,21.6824223905264,sin
0.0173684210526316,1000,21.7427222910404,sin
0.0173684210526316,1007.51879699248,21.8155715318354,sin
0.0173684210526316,1015.03759398496,21.899959680381,sin
0.0173684210526316,1022.55639097744,21.9915714355426,sin
0.0173684210526316,1030.07518796992,22.0901863421146,sin
0.0173684210526316,1037.59398496241,22.1949637328358,sin
0.0173684210526316,1045.11278195489,22.3007130425696,sin
0.0173684210526316,1052.63157894737,22.4099284083462,sin
0.0173684210526316,1060.15037593985,22.5162840043749,sin
0.0173684210526316,1067.66917293233,22.621833721435,sin
0.0173684210526316,1075.18796992481,22.7236682318459,sin
0.0173684210526316,1082.70676691729,22.8201923773283,sin
0.0173684210526316,1090.22556390977,22.912233117048,sin
0.0173684210526316,1097.74436090226,22.9970570617407,sin
0.0173684210526316,1105.26315789474,23.0737360723168,sin
0.0173684210526316,1112.78195488722,23.1410046366791,sin
0.0173684210526316,1120.3007518797,23.1975972427304,sin
0.0173684210526316,1127.81954887218,23.244629139489,sin
0.0173684210526316,1135.33834586466,23.280874962874,sin
0.0173684210526316,1142.85714285714,23.3049056190635,sin
0.0173684210526316,1150.37593984962,23.3158149013931,sin
0.0173684210526316,1157.89473684211,23.3135655714891,sin
0.0173684210526316,1165.41353383459,23.3003941456454,sin
0.0173684210526316,1172.93233082707,23.2740582516789,sin
0.0173684210526316,1180.45112781955,23.2341155221243,sin
0.0173684210526316,1187.96992481203,23.1801235895166,sin
0.0173684210526316,1195.48872180451,23.1144516791535,sin
0.0173684210526316,1203.00751879699,23.0368995812955,sin
0.0173684210526316,1210.52631578947,22.9467502401729,sin
0.0173684210526316,1218.04511278195,22.8440056566144,sin
0.0173684210526316,1225.56390977444,22.7270028202521,sin
0.0173684210526316,1233.08270676692,22.5885945888008,sin
0.0173684210526316,1240.6015037594,22.4317983886231,sin
0.0173684210526316,1248.12030075188,22.2556059370751,sin
0.0173684210526316,1255.63909774436,22.0590089515125,sin
0.0173684210526316,1263.15789473684,21.8722147462461,sin
0.0173684210526316,1270.67669172932,21.7406417052643,sin
0.0173684210526316,1278.1954887218,21.6684209428734,sin
0.0173684210526316,1285.71428571429,21.6402749649986,sin
0.0173684210526316,1293.23308270677,21.646243062223,sin
0.0173684210526316,1300.75187969925,21.6752927850637,sin
0.0173684210526316,1308.27067669173,21.723286388115,sin
0.0173684210526316,1315.78947368421,21.7882304725628,sin
0.0173684210526316,1323.30827067669,21.8656692060118,sin
0.0173684210526316,1330.82706766917,21.9538970932166,sin
0.0173684210526316,1338.34586466165,22.0502665867274,sin
0.0173684210526316,1345.86466165414,22.1526529100026,sin
0.0173684210526316,1353.38345864662,22.2592201703681,sin
0.0173684210526316,1360.9022556391,22.3678956011187,sin
